"year";"title";"score";"abstract";"Director";"cast";"genres";"link"
2025;"The Amateur";2,88;"After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.";"James Hawes";"Rami Malek; Holt McCallany; Danny Sapani; Rachel Brosnahan; Michael Stuhlbarg; Laurence Fishburne; Julianne Nicholson; Caitríona Balfe; Jon Bernthal; Adrian Martinez; Evan Milton; Nick Mills; Tiffany Gray; Kate Sumpter; David Mills; Anita Anand; Ryan Chilcote; Barbara Probst; Joseph Millson; Marc Rissmann; Lanna Joffrey; Tom Clarke Hill; Anna Francolini; Alice Hewkin; Michael Monicatti; Christy Meyer; Doug Cockle; Tammie Rhee; Henri Faudou; Marthe Keller; Philippe De Grossouvre; Lily Sinko; Jean-Yves Cylly; Henry Garrett; Christophe Dupuis; Bettina Kenney; Lars Anund Larsson; Jérémy Lagniez; Michaël Troude; Eli James";"Thriller; Action";"https://letterboxd.com/film/the-amateur-2025/"
2023;"Humanist Vampire Seeking Consenting Suicidal Person";3,9;"Sasha is a young vampire with a serious problem: she’s too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha’s life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul’s last wishes before day breaks.";"Ariane Louis-Seize";"Sara Montpetit; Félix-Antoine Bénard; Steve Laplante; Sophie Cadieux; Noémie O'Farrell; Arnaud Vachon; Marie Brassard; Madeleine Péloquin; Gabriel-Antoine Roy; Isabella Villalba; Patrick Hivon; Marc Beaupré; Micheline Bernard; Sylvie Lemay; Ariane Castellanos; Lilas-Rose Cantin; Wiam Mohktari; Zoé Nagy; Noé Poblete; Valence Laroche; Anthony Giuliani; Marguerite Bouchard; Pierre-Luc Lafontaine; Sarianne Cormier; Patrice Dubois; Jean-Philippe Lehoux; Sébastien Beaulac; Vincent Dubuc; Matai Stevens; Juliette Crépeau; Cédric Blais; Lorenzo Bonnallie Miloch; Serge Boulianne; Alicia Phommasak; Julien Claessens; Antoine Rivard-Nolin; Mia Beaulieu; Mélie-Rose Gazé; Vladimir Morisseau; Alexandre Grenier";"Romance; Comedy; Fantasy; Horror";"https://letterboxd.com/film/humanist-vampire-seeking-consenting-suicidal-person/"
2022;"Sick of Myself";3,71;"Increasingly overshadowed by her boyfriend’s recent rise to fame as a contemporary artist creating sculptures from stolen furniture, Signe hatches a vicious plan to reclaim her rightfully deserved attention within the milieu of Oslo’s cultural elite.";"Kristoffer Borgli";"Kristine Kujath Thorp; Eirik Sæther; Fanny Vaager; Fredrik Stenberg Ditlev-Simonsen; Sarah Francesca Brænne; Steinar Klouman Hallert; Ingrid Vollan; Andrea Bræin Hovig; Henrik Mestad; Anders Danielsen Lie; Frida Natland; Guri Hagen Glans; Matilda Höög; Seda Witt; Elisabeth Bech Aschehoug; Terje Strømdahl; Anne Kokkinn; Christian Torp; Erlend Mørch; Kristoffer Borgli; Babatunde Adam Oluwalana; Knut Fougner; Afzal Mohammad; Jonas Bakke; Magnus Aasheim; Bengt-Åke Gustafsson; Alexander Berg; Bente Vikman; Marit Heger; Sophia Leeber; Håkon Ramstad; Robert Skjærstad; Birgit Nordby; Bjørnar Bruun; Lene Finnestad";"Comedy; Drama";"https://letterboxd.com/film/sick-of-myself/"
2022;"Obi-Wan Kenobi";3,13;"During the reign of the Galactic Empire, former Jedi Master, Obi-Wan Kenobi, embarks on a crucial mission to confront allies turned enemies and face the wrath of the Empire.";"Deborah Chow";"Ewan McGregor; Vivien Lyra Blair; Moses Ingram";"Drama";"https://letterboxd.com/film/obi-wan-kenobi/"
2022;"Incantation";3,26;"Inspired by the true story of a family who believed they were possessed by spirits. This film follows a woman who must protect her child from a curse.";"Kevin Ko";"Ina Tsai; Ven Kao; Sin-Ting Huang; Sean Lin; Wen Ching-Yu; Chao-Fei Chen; Peng Yi; Lin Yi-qin; Aaron Hong";"Horror";"https://letterboxd.com/film/incantation-2022/"
2025;"Wolf Man";2,39;"With his marriage fraying, Blake persuades his wife Charlotte to take a break from the city and visit his remote childhood home in rural Oregon. As they arrive at the farmhouse in the dead of night, they’re attacked by an unseen animal and barricade themselves inside the home as the creature prowls the perimeter. But as the night stretches on, Blake begins to behave strangely, transforming into something unrecognizable.";"Leigh Whannell";"Christopher Abbott; Julia Garner; Matilda Firth; Sam Jaeger; Ben Prendergast; Zac Chandler; Benedict Hardie; Milo Cawthorne; Leigh Whannell; Rob MacBride";"Horror; Thriller";"https://letterboxd.com/film/wolf-man-2025/"
2023;"Insidious: The Red Door";2,43;"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family’s dark past and a host of new and more horrifying terrors that lurk behind the red door.";"Patrick Wilson";"Ty Simpkins; Patrick Wilson; Rose Byrne; Lin Shaye; Sinclair Daniel; Hiam Abbass; Andrew Astor; Juliana Davies; Steve Coulter; Peter Dager; Joseph Bishara; Angus Sampson; Leigh Whannell; Justin Sturgis; David Call; Stephen Gray; Robin S. Walker; Bridget Kim; Logan Wilson; Kasjan Wilson; Mary Looram; Adrian Acosta; AJ Dyer; Kalin Wilson; E. Roger Mitchell; Dagmara Dominczyk; Tom Toland; Elaine Apruzzese; Suki Úna Rae; ";"Horror; Thriller";"https://letterboxd.com/film/insidious-the-red-door/"
2025;"Bridget Jones: Mad About the Boy";3,33;"Bridget Jones navigates life as a widow and single mum with the help of her family, friends, and former lover, Daniel. Back to work and on the apps, she’s pursued by a younger man and maybe – just maybe – her son’s science teacher.";"Michael Morris";"Renée Zellweger; Chiwetel Ejiofor; Leo Woodall; Hugh Grant; Jim Broadbent; Gemma Jones; Colin Firth; Sarah Solemani; Josette Simon; Nico Parker; Mila Jankovic; Casper Knopf; Leila Farzad; Shirley Henderson; James Callis; Sally Phillips; Celia Imrie; Neil Pearson; Dolly Wells; Claire Skinner; Emma Thompson; Isla Fisher; Joanna Scanlan; Mark Lingwood; Toby Whithouse; Ian Midlane; Elena Rivers; Neil Edmond; Anat Dychtwald; ";"Drama; Comedy; Romance";"https://letterboxd.com/film/bridget-jones-mad-about-the-boy/"
2024;"Bad Boys: Ride or Die";3,16;"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.";"Adil El Arbi";"Will Smith; Martin Lawrence; Vanessa Hudgens; Alexander Ludwig; Paola Nuñez; Eric Dane; Ioan Gruffudd; Jacob Scipio; Melanie Liburd; Tasha Smith; Rhea Seehorn; Tiffany Haddish; Joe Pantoliano; DJ Khaled; John Salley; Bianca Bethune; Dennis Greene; Quinn Hemphill; Derek Russo; Karter Reese Newsome; Levy Tran; Jay DeVon Johnson; Jeff J.J. Authors; Nicholas Verdi; Steven Sean Garland; Jerri Tubbs; Jewelianna Ramos-Ortiz; Enoch King; James Lee Thomas; ";"Comedy; Action; Crime; Thriller; Adventure";"https://letterboxd.com/film/bad-boys-ride-or-die/"
2021;"Mortal Kombat";2,45;"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung’s best warrior, Sub-Zero, seeks out and trains with Earth’s greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.";"Simon McQuoid";"Lewis Tan; Jessica McNamee; Mehcad Brooks; Josh Lawson; Ludi Lin; Max Huang; Tadanobu Asano; Chin Han; Hiroyuki Sanada; Joe Taslim; Sisi Stringer; Daniel Nelson; Matilda Kimber; Laura Brent; Melanie Jarnson; Nathan Jones; Ian Streetz; Yukiko Shinohara; Ren Miyagawa; Mia Hall; David Field; Kris McQuade; Angus Sampson; Alice Nassery; Damon Herriman; Mike Foenander; Michael Coward; Garreth Hadfield; Bingchen Ye; ";"Action; Adventure; Fantasy";"https://letterboxd.com/film/mortal-kombat-2021/"
2024;"Upgraded";2,77;"Ana is an ambitious intern dreaming of a career in the art world while trying to impress her demanding boss Claire. When she’s upgraded to first class on a work trip, she meets handsome Will, and Ana pretends to be her boss– a white lie that sets off a glamorous chain of events, romance and opportunity, until her fib threatens to surface.";"Carlson Young";"Camila Mendes; Archie Renaux; Marisa Tomei; Lena Olin; Anthony Stewart Head; Thomas Kretschmann; Grégory Montel; Rachel Matthews; Fola Evans-Akingbola; Andrew Schulz; Aimee Carrero; Saoirse-Monica Jackson; Matteo Lane; Juliet Agnes; Akshay Shah; Jack Hewitt; Renny Krupinski; Chloe Wade; Hugh Edmeades; Paul Hawkyard; Alex McNally; Joe Osborne; Carlson Young";"; ";"https://letterboxd.com/film/upgraded/"
2021;"Boiling Point";4;"A head chef balances multiple personal and professional crises at a popular restaurant in London.";"Philip Barantini";"Stephen Graham; Vinette Robinson; Alice May Feetham; Jason Flemyng; Hannah Walters; Malachi Kirby; Izuka Hoyle; Taz Skylar; Lauryn Ajufo; Ray Panthaki; Daniel Larkai; Lourdes Faberes; Áine Rose Daly; Robbie O'Neill; Rosa Escoda; Stephen McMillan; Gary Lamont; Alex Heath; Gala Botero; Philip Hill-Pearson; Kieran Urquhart; Hannah Traylen; Diljohn Singh; Alexandra Jordan; Kimesha Campbell; Caroline Garnell; Hester Ruoff";"; ";"https://letterboxd.com/film/boiling-point-2021/"
2022;"Jackass Forever";3,55;"The Jackass crew, along with some newcomers, returns for one final round of hilarious, absurd, and dangerous stunts.";"Jeff Tremaine";"Johnny Knoxville; Steve-O; Chris Pontius; Dave England; Jason 'Wee Man' Acuña; Ehren McGhehey; Preston Lacy; Zach Holmes; Sean McInerney; Jasper Dolphin; Rachel Wolfson; Eric Manaka; Tory Belleci; Nick Merlino; Eric André; Tony Hawk; Francis Ngannou; mgk; Tyler, The Creator; Spike Jonze; Jeff Tremaine; Ryan Dunn; Brandon DiCamillo; Rake Yohn; Chris Raab; Rob Dyrdek; Jess Margera; Jalen Ramsey; P.K. Subban; ";"Action; Documentary; Comedy";"https://letterboxd.com/film/jackass-forever/"
2020;"Zola";3,47;"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.";"Janicza Bravo";"Taylour Paige; Riley Keough; Colman Domingo; Nicholas Braun; Ari'el Stachel; Nelcie Souffrant; Nasir Rahim; Jason Mitchell; Ts Madison; Latasha Glenn; Kalesha Johnson; Natalie Mimms; Shadae Mitchell; Oleika Redd; Tommy Foxhill; Ben Bladon; Tony DeMil; Ernest Emmanuel Peeples; Joseph Sanders; Brett Chesebro; Carl Collanus; Jay Dersahagian; Rusty Dumhoff; Mark Fiedler; Alex Flash; Matt Harding; Richard Lariviere; Bob Lawton; Ernest Lee Wilson, Jr.; ";"Comedy; Crime";"https://letterboxd.com/film/zola/"
2021;"Jungle Cruise";2,72;"Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.";"Jaume Collet-Serra";"Dwayne Johnson; Emily Blunt; Edgar Ramírez; Jack Whitehall; Jesse Plemons; Paul Giamatti; Veronica Falcón; Dani Rovira; Quim Gutiérrez; Dan Dargan Carter; Andy Nyman; Raphael Alejandro; Simone Lockhart; Pedro Lopez; Sulem Calderon; Sebastian Blunt; Mark Ashworth; Allan Poppleton; Caroline Paige; James Quattrochi; Stephen Dunlevy; Philipp Maximilian; Romualdo Castillo; Pedro Haro; Christina Souza; Michael H. Cole; Hector Banos; Peter Luis Zimmerman; Travis Gomez; ";"Adventure; Fantasy";"https://letterboxd.com/film/jungle-cruise/"
2022;"Purple Hearts";2,42;"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.";"Elizabeth Allen Rosenbaum";"Sofia Carson; Nicholas Galitzine; John Harlan Kim; Chosen Jacobs; Anthony Ippolito; Linden Ashby; Kat Cunning; Nicholas Duvernay; Scott Deckert; Kendall Chappell; Sarah Rich; Jordan Drake; Rand Guerrero; Leroy Edwards III; Sean Berube; Asante Jones; Debbie Fan; Kate Bone; A.J. Tannen; Theo Breaux; Breana Raquel; Josh Cruze; Cat Kaylin; Jeremiah Ripley; Loren Escandon; Lancaster Duplechin; Reeko Brooks; Rebecca Marie Sanchez; Frank Lui Geo; ";"Drama; Romance";"https://letterboxd.com/film/purple-hearts-2022/"
2023;"Tetris";3,49;"In 1988, American video game salesman Henk Rogers discovers the video game Tetris. When he sets out to bring the game to the world, he enters a dangerous web of lies and corruption behind the Iron Curtain.";"Jon S. Baird";"Taron Egerton; Nikita Efremov; Sofia Lebedeva; Anthony Boyle; Ben Miles; Ken Yamamura; Igor Grabuzov; Oleg Stefan; Ayane Nagabuchi; Rick Yune; Roger Allam; Toby Jones; Mara Huf; Miles Barrow; Alexey Shedko; Natalia Gonchar; Ayano Yamamoto; Nino Furuhata; Togo Igawa; Kanon Narumi; Timur Kassimikulov; Mark Khismatullin; Karin Nurumi; Moyo Akandé; Bhav Joshi; Jenni Keenan-Green; Irina Kara; Greg Kolpakchi; Zane Mihailova; ";"Thriller; History; Drama";"https://letterboxd.com/film/tetris/"
2021;"We’re All Going to the World’s Fair";3,09;"Reality and fantasy begin to blur when a teenager, alone in her attic bedroom, immerses herself in a role-playing horror game online.";"Jane Schoenbrun";"Anna Cobb; Michael J Rogers; May Leitz; Theo Anthony; Evan Santiago; Turner Greaves; Holly Anne Frink; Slight Sounds; Marc Santiago; Karen Cavanaugh; David Buzen; Ilan Barnoon; Carlos Zozaya";"; ";"https://letterboxd.com/film/were-all-going-to-the-worlds-fair/"
2020;"The New Mutants";2,12;"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.";"Josh Boone";"Blu Hunt; Maisie Williams; Anya Taylor-Joy; Charlie Heaton; Henry Zaga; Alice Braga; Adam Beach; Happy Anderson; Dustin Ceithamer; Marilyn Manson; Thomas Kee; Colbi Gannett; Jacinto Vega SpiritWolf; Mickey Gilmore; Jeffrey Corazzini";"; ; ";"https://letterboxd.com/film/the-new-mutants/"
2024;"Ricky Stanicky";2,76;"When three childhood best friends pull a prank gone wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, the trio still uses the nonexistent Ricky as a handy alibi for their immature behavior. But when their spouses and partners get suspicious and demand to finally meet the fabled Mr. Stanicky, the guilty trio decide to hire a washed-up actor and raunchy celebrity impersonator to bring him to life.";"Peter Farrelly";"Zac Efron; John Cena; Andrew Santino; Jermaine Fowler; Lex Scott Davis; Anja Savcic; William H. Macy; Heather Mitchell; Debra Lawrance; Daniel Monks; Apple Farrelly; Jeff Ross; Jane Badler; Jackson Tozer; Riley Stiles; Oscar Wilson; Gaius Nolan; Brian Jarvis; Jackie Flynn; Kevin Flynn; Jasmine Anders; Stan Grant; Dieu Vieil Mbelo; Alieu Chol; Bol Cinwel; Louis Ecaldre; Samson Madu; Takudzwa Matsatsa; Gayetee Sonkarkey; ";"Comedy";"https://letterboxd.com/film/ricky-stanicky/"
2025;"Elio";3,4;"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.";"Madeline Sharafian";"Yonas Kibreab; Remy Edgerly; Zoe Saldaña; Brad Garrett; Brandon Moon; Jameela Jamil; Young Dylan; Jake T. Getman; Matthias Schweighöfer; Ana de la Reguera; Atsuko Okatsuka; Shirley Henderson; Naomi Watanabe; Brendan Hunt; Anissa Borrego; Shelby Young; Bob Peterson; Kate Mulgrew; Tamara Tunie";"; ; ; ; ";"https://letterboxd.com/film/elio/"
2023;"Murder Mystery 2";2,53;"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.";"Jeremy Garelick";"Adam Sandler; Jennifer Aniston; Mark Strong; Mélanie Laurent; Jodie Turner-Smith; John Kani; Kuhoo Verma; Dany Boon; Adeel Akhtar; Enrique Arce; Zurin Villanueva; Sadiqua Bynum; Jillian Bell; Tony Goldwyn; Annie Mumolo; Larry Myo Leong; Carlos Ponce; Julien Briau; Matthew R. Anderson; Joe Ordaz; Ray Chase; Matthew Wolf";"; ; ";"https://letterboxd.com/film/murder-mystery-2/"
2023;"The Swan";3,59;"Two large, ignorant bullies ruthlessly pursue a small, brilliant boy in this young adult Roald Dahl short story.";"Wes Anderson";"Rupert Friend; Ralph Fiennes; Asa Jennings; Eliel Ford; Truman Hanks; Benoît Herlin; Octavio Tapia";"";"https://letterboxd.com/film/the-swan-2023/"
